index,Open,High,Low,Close,Volume,SMA_20,EMA_20,RSI_14,MACD,ATR_14,signal,pos,ret,equity
247.0,35.75,35.95,35.5,35.5,6566997.0,35.387499999999996,35.46794352080001,50.03722390972134,0.02270269362846733,0.6433780994887915,1,0.0,0.0,1.0
248.0,35.5,35.6,35.1,35.15,9160859.0,35.40249999999999,35.437663185485725,46.09182896880999,-0.007794785210137434,0.6331368066681636,0,1.0,-0.009859154929577452,0.9901408450704225
249.0,35.0,35.65,34.9,35.45,10692409.0,35.442499999999995,35.43883812020137,49.749271670100406,-0.007668367944539511,0.6414841776204376,1,0.0,0.008534850640113945,0.9901408450704225
250.0,35.85,36.2,35.8,36.0,14906206.0,35.489999999999995,35.49228210875362,55.68531085134125,0.036392709604797346,0.6492353077904064,1,1.0,0.015514809590973178,1.0055026917499355
251.0,35.9,35.95,35.55,35.55,10987241.0,35.529999999999994,35.49777905077708,50.435701666310976,0.034601329227726296,0.6350042143768062,1,1.0,-0.012500000000000067,0.9929339081030611
252.0,35.95,36.35,35.9,36.35,20974178.0,35.6075,35.57894295070307,58.01372335812547,0.09662117275876625,0.646789627635606,1,1.0,0.02250351617440227,1.015278412364171
253.0,36.55,36.95,36.4,36.55,11530577.0,35.68749999999999,35.67142457444564,59.6736925602311,0.1600655382288565,0.64344751137592,1,1.0,0.005502063273727487,1.0208645384294481
254.0,36.7,36.7,36.2,36.4,11923354.0,35.732499999999995,35.74081271021272,57.82710434269519,0.19598274150907713,0.6332012605633544,1,1.0,-0.004103967168262668,1.01667494388049
255.0,36.4,36.45,35.35,35.6,18788577.0,35.724999999999994,35.72740197590675,49.10030911862075,0.15807191511598973,0.666544027665972,0,1.0,-0.0219780219780219,0.9943304396193805
256.0,35.8,36.0,35.6,35.7,13837986.0,35.709999999999994,35.72479226391563,50.113751086963696,0.13454551933660497,0.6475051685469738,0,0.0,0.002808988764045006,0.9943304396193805
257.0,35.7,35.8,35.55,35.6,12432470.0,35.707499999999996,35.712907286399854,49.06176121622418,0.106602667722143,0.61911194222219,0,0.0,-0.0028011204481792618,0.9943304396193805
258.0,35.6,35.8,35.4,35.45,11657174.0,35.68,35.687868497218915,47.4526320903091,0.07152946297893692,0.6034610892063191,0,0.0,-0.004213483146067398,0.9943304396193805
259.0,35.8,36.0,35.55,36.0,10088263.0,35.71,35.71759530700759,53.47773815500246,0.08710994971313113,0.599642439977296,1,0.0,0.015514809590973178,0.9943304396193805
260.0,36.2,36.3,35.85,36.25,9974837.0,35.752500000000005,35.76830051586401,55.95014649752724,0.11826719772751915,0.5889536942646317,1,1.0,0.00694444444444442,1.0012355121167373
261.0,36.25,36.3,36.05,36.25,6060492.0,35.792500000000004,35.8141766572103,55.95014649752724,0.14133037269346005,0.5647427161028723,1,1.0,0.0,1.0012355121167373
262.0,36.2,36.45,36.05,36.45,6845545.0,35.825,35.874731261285504,58.02009792181708,0.1737436251859421,0.5529753792383818,1,1.0,0.0055172413793105335,1.006759570114623
263.0,36.45,36.55,36.15,36.4,7992255.0,35.852500000000006,35.92475685544879,57.295230059732695,0.19317003525627996,0.5420485664356401,1,1.0,-0.001371742112482921,1.0053785556151515
264.0,36.4,36.75,36.3,36.6,11808482.0,35.91250000000001,35.98906572635843,59.47613112143877,0.2221432051375274,0.5354736688330947,1,1.0,0.005494505494505475,1.010902613613037
