index,Open,High,Low,Close,Volume,SMA_20,EMA_20,RSI_14,MACD,ATR_14,signal,pos,ret,equity
247.0,226.5,226.5,219.0,219.5,32900482.0,222.15,222.5567279992687,45.08062926490772,-1.6638535486744956,4.734872144601771,0,0.0,0.0,1.0
248.0,214.0,218.0,214.0,215.5,34615620.0,221.625,221.884658666005,41.03141764840063,-2.0337309814802325,4.789524134273073,0,0.0,-0.018223234624145768,1.0
249.0,211.5,211.5,206.5,208.0,67043521.0,221.025,220.5623102216236,34.73205096016081,-2.8986351697869566,5.090272410396425,0,0.0,-0.03480278422273786,1.0
250.0,212.0,214.0,211.0,213.0,35695176.0,220.625,219.8420902005166,41.21187752384915,-3.144373378063875,5.155252952510966,0,0.0,0.024038461538461453,1.0
251.0,212.0,212.5,210.0,211.0,23794481.0,220.225,218.99998637189597,39.52165750538215,-3.4606141580179894,5.001306313045896,0,0.0,-0.009389671361502372,1.0
252.0,212.0,216.5,211.0,215.5,51255446.0,219.875,218.6666543364773,44.98855687794446,-3.3099695935032116,5.036927290685475,0,0.0,0.021327014218009532,1.0
253.0,216.0,216.5,214.5,216.0,20832593.0,219.35,218.4126872568128,45.57721633502619,-3.1143367341995543,4.82000391277937,0,0.0,0.002320185614849146,1.0
254.0,219.0,220.5,218.0,220.5,28658288.0,219.075,218.61147894664015,50.691236032844614,-2.5665977505946955,4.797146490437987,1,0.0,0.02083333333333326,1.0
255.0,218.5,220.0,217.0,218.5,17612296.0,218.875,218.600861904103,48.509459598343646,-2.26775270360406,4.704493169692417,0,1.0,-0.009070294784580546,0.9909297052154195
256.0,216.5,221.0,215.5,221.0,42990923.0,218.75,218.8293512465694,51.32939283362967,-1.8083413111914126,4.761315086142958,1,0.0,0.011441647597254079,0.9909297052154195
257.0,218.5,220.0,217.5,217.5,30038282.0,218.5,218.70274636594374,47.414371828893756,-1.7069980115952603,4.671221151418462,0,1.0,-0.015837104072398245,0.9752362483454919
258.0,218.0,221.0,218.0,220.5,21163986.0,218.25,218.873913378711,50.87316541542789,-1.3688287824348038,4.587562497745714,1,0.0,0.01379310344827589,0.9752362483454919
259.0,219.0,220.0,217.5,218.5,52677569.0,218.125,218.8383025807385,48.579126884730016,-1.247826351811284,4.474165176478163,1,1.0,-0.009070294784580546,0.96639056808839
260.0,220.0,223.0,220.0,221.0,32515866.0,218.0,219.04417852543008,51.521870958544625,-0.9393734349203555,4.4760105210154375,1,1.0,0.011441647597254079,0.9774476684097675
261.0,220.0,223.0,219.0,223.0,30958483.0,218.075,219.42092342777008,53.79975692032496,-0.5274587742802055,4.442009769514335,1,1.0,0.009049773755656076,0.9862933486668695
262.0,221.5,222.0,220.0,220.5,18671213.0,218.1,219.5236926251253,50.599207490600115,-0.39815288603759313,4.339009071691882,1,1.0,-0.011210762331838597,0.9752362483454919
263.0,222.5,222.5,220.5,222.5,31348924.0,218.35,219.80715047035147,53.00770156991983,-0.13276333956787312,4.171936995142461,1,1.0,0.009070294784580435,0.9840819286025938
264.0,226.5,227.0,225.0,226.0,48039764.0,218.825,220.39694566365134,56.962142079999346,0.3558781950117407,4.195370066918,1,1.0,0.01573033707865168,0.9995618690525222
265.0,229.5,229.5,228.0,229.0,29134257.0,219.125,221.21628417187503,60.06425792340395,0.9739776515056064,4.1457007764238565,1,1.0,0.01327433628318575,1.0128303894381752
266.0,222.5,225.0,222.0,222.5,42566520.0,218.975,221.33854282217266,51.41678745030494,0.9286256285135721,4.349579292393581,1,1.0,-0.028384279475982543,0.9840819286025938
267.0,220.5,221.5,220.0,221.0,51889945.0,219.05,221.3063006486324,49.64066403388442,0.7628526688643547,4.21746648579404,1,1.0,-0.006741573033707815,0.9774476684097674
268.0,228.0,229.0,226.5,228.0,81360106.0,219.675,221.94379582495313,57.09000905079555,1.1826846501208195,4.487647451094466,1,1.0,0.03167420814479649,1.0084075493096243
269.0,230.0,230.0,229.0,230.0,30125670.0,220.775,222.71105336543377,58.958034893385424,1.657679112357414,4.309958347444861,1,1.0,0.00877192982456143,1.0172532295667263
270.0,232.0,232.0,228.5,229.0,28634925.0,221.575,223.31000066396388,57.60764473411503,1.9311627609774291,4.252104179770228,1,1.0,-0.004347826086956497,1.0128303894381754
271.0,229.5,230.0,226.0,227.0,23647751.0,222.375,223.6614291721578,54.899336801535895,1.963878864472008,4.234096738358069,1,1.0,-0.008733624454148492,1.0039847091810734
272.0,229.0,229.0,226.5,227.0,22369799.0,222.95,223.97938829861897,54.899336801535895,1.967130753369787,4.1102326856182065,1,1.0,0.0,1.0039847091810734
273.0,229.0,230.5,228.5,230.0,18163916.0,223.65,224.55277988922668,58.30906806168673,2.1865773244051354,4.066644636645477,1,1.0,0.013215859030837107,1.0172532295667265
274.0,230.0,230.5,229.0,229.0,18423023.0,224.075,224.97632466168128,56.76840612716529,2.253818058698897,3.8833128768850855,1,1.0,-0.004347826086956497,1.0128303894381756
275.0,231.5,234.5,231.0,234.5,31887710.0,224.875,225.88334136056878,62.618645762730075,2.7195614481461234,3.998790528536151,1,1.0,0.024017467248908186,1.037156010145206
276.0,235.5,236.5,234.5,236.5,34013489.0,225.65,226.89445170718128,64.49992667043469,3.213012121380899,3.8560197764978548,1,1.0,0.008528784648187626,1.046001690402308
277.0,235.5,236.5,234.0,236.5,22032163.0,226.6,227.80926583030686,64.49992667043469,3.5630032514493735,3.759161221033722,1,1.0,0.0,1.046001690402308
278.0,237.5,239.0,236.0,238.0,25227138.0,227.475,228.7798119417062,65.98877849407131,3.916266920289928,3.7049354195313136,1,1.0,0.00634249471458781,1.0526359505951346
279.0,239.0,240.0,236.5,239.5,24586789.0,228.525,229.8007822329723,67.45853053129876,4.268068747212993,3.6902971752790767,1,1.0,0.006302521008403339,1.059270210787961
280.0,238.5,239.5,237.0,239.0,37947889.0,229.425,230.67689821078446,66.42805705060347,4.455171959221502,3.605275948473428,1,1.0,-0.0020876826722338038,1.0570587907236855
281.0,239.5,239.5,234.5,235.5,45164513.0,230.05,231.1362412383288,59.56845385136904,4.271789325219942,3.70489909501104,1,1.0,-0.014644351464435101,1.041578850273757
282.0,234.0,234.5,232.5,233.0,23708407.0,230.675,231.3137420727737,55.18491864839943,3.880001913107975,3.654549159653109,1,1.0,-0.010615711252653925,1.0305217499523796
283.0,235.0,235.5,233.5,234.0,20811226.0,231.25,231.56957616108096,56.56188650149995,3.608601497201363,3.57208136253503,1,1.0,0.0042918454935623185,1.0349445900809306
284.0,235.0,235.0,233.0,234.0,17226192.0,231.65,231.80104509812088,56.56188650149995,3.354842179927516,3.4597898366396707,1,1.0,0.0,1.0349445900809306
