index,Open,High,Low,Close,Volume,SMA_20,EMA_20,RSI_14,MACD,ATR_14,signal,pos,ret,equity
247.0,12.05,12.05,11.85,11.9,5111992.0,12.15000000000002,12.04847822358588,46.757742408574245,0.001602383592642198,0.2928173644863496,0,0.0,0.0,1.0
248.0,11.9,12.0,11.8,11.85,5048452.0,12.13250000000002,12.02957553562532,45.648103328096894,-0.01344246083541556,0.2861875527373246,0,0.0,-0.004201680672269004,1.0
249.0,11.8,11.8,11.4,11.6,12347701.0,12.11750000000002,11.98866357985148,40.47585963632279,-0.045019561617108295,0.29788844182751567,0,0.0,-0.021097046413502074,1.0
250.0,11.8,11.95,11.7,11.95,7842066.0,12.11500000000002,11.984981334151339,49.160814134609666,-0.04132618403447985,0.3016106959826931,0,0.0,0.030172413793103425,1.0
251.0,11.95,12.0,11.85,11.85,4366593.0,12.117500000000017,11.972125968994069,47.048600862421495,-0.04593876645225592,0.29078136055535786,0,0.0,-0.008368200836820106,1.0
252.0,11.95,12.1,11.95,12.05,9384215.0,12.117500000000017,11.979542543375587,51.5337113331533,-0.033074678415445646,0.28786840622997517,0,0.0,0.016877637130801704,1.0
253.0,12.05,12.05,11.9,12.0,3006526.0,12.110000000000017,11.981490872577911,50.38471355118386,-0.02660766153856642,0.2780206629278341,0,0.0,-0.004149377593361092,1.0
254.0,12.15,12.2,11.9,11.95,6565989.0,12.082500000000017,11.978491741856205,49.203287417259205,-0.025226293198691963,0.2795906155758459,0,0.0,-0.004166666666666763,1.0
255.0,11.95,12.0,11.75,11.75,5778973.0,12.045000000000018,11.956730623584185,44.68934094923727,-0.039810961385985166,0.2774770001775712,0,0.0,-0.0167364016736401,1.0
256.0,11.85,12.1,11.8,12.1,8569905.0,12.007500000000018,11.970375326099978,52.84265806143231,-0.02286378163088898,0.2826572144506018,1,0.0,0.029787234042553123,1.0
